,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
truly,"정말로, 진심으로",진정으로,"엄밀히, 정확히",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
negotiating,협상 (cf. negotiable 협상할 수 있는),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bazaar,(일부 동양 국가들에서) 상점가[시장 거리],(영국·미국 등에서) 바자회,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rochester,"미국 New York 주 서부, Genesee 강에 면한 도시.",미국 Minnesota 주 동남부의 소도시.,"영국 잉글랜드 동남부, Kent 주 북부의 도시.",미국 New Hampshire 주 동남부의 도시.,로체스터.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
college,(영국에서) 칼리지(16세까지 의무 교육을 마친 후 대학 입시 준비나 전문적인 훈련을 받기 위해 가는 2년제 교육기관),(미국에서 학위과정으로서) 대학(교),(고등학교 졸업 후에 대학 준비나 자격증을 따기 위해 갈 수 있는) 전문학교,(영국에서 옥스퍼드나 케임브리지 같은 대학교에 소속된 개별) 대학[칼리지],(미국 일부 종합 대학들의) 학부[단과 대학],칼리지[대학] 구성원들(교수 및 학생들),사립 중등학교,(특별한 관심 분야나 의무 등과 관련된 전문가들의) 단체[협회/학회],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
late,"(어떤 기간·시간의 마지막 무렵에 속하는) 늦은, …말의; 만년의","(예정·보통 때보다) 늦은, 지각[연착]한","(하루가 거의 끝나 갈 무렵을 가리켜) 늦은, 밤이 깊은","고인이 된, 이미 사망한",(예정·보통 때보다) 늦게,"(어떤 기간·시간의) 말에, 늦게; 만년에","(하루 중) 늦은 시간에, 밤늦게",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enlarge,확대[확장]하다; 확대[확장]되다,(사진·문서를) 확대하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
estimate,"추정(치), 추산",견적서,추산[추정]하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mayor,(잉글랜드·웨일스·북아일랜드에서 지자체 의원들이 선출한) 시장[구청장],(일반 시민이 선출한 시·군 등의) 시장[군수],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hardwick,"an Elizabethan mansion near Chesterfield in Derbyshire: built 1591--97 for Elizabeth, Countess of Shrewsbury (Bess of Hardwick)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
device,(특정 작업을 위해 고안된) 장치[기구],"폭발물, 폭탄",(특정한 결과·효과를 낳는) 방법,"방책, 계책",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glow,"빛나다, 타다","상기되다, 발갛다, 발개지다",(기쁨만족감에 얼굴 등이) 빛나다[눈부시다],(강렬하고 따스한 색조로) 타오르다[달아오르다],(특히 불꽃이 나지 않는 불의 은은한) 불빛,(운동 때문이거나 행복감에 상기된 얼굴의) 홍조,단풍,(기쁨만족감을 동반한 은근한) 감정,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hopeful,"희망에 찬, 기대하는",희망[기대]를 드러내는,"희망적인, 희망을 주는",희망을 품은[성공을 바라는] 사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
significant,(영향을 주거나 두드러질 정도로) 중요한[의미 있는/커다란],"특별한 의미가 있는, 중요한",(은밀하게) 의미심장한,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gauge,"게이지, 측정기",(너비두께의) 치수,(총의) 구경,(선로의) 궤간,(평가판단 등의) 기준,(특히 남의 기분태도를) 판단하다[알아내다],(특수 기구를 써서) 측정하다,추산[추정]하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
firm,회사,"딱딱한, 단단한","확고한, 변치 않을, 확실한",(자리가) 단단한[흔들리지 않는],"단호한, 단단한","확고한, 단호한, 확실한",안정된,"다지다, 단단하게 하다","안정되다, 꾸준히 오르다",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
epileptic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rumbling,우르릉[웅웅/웅성]거리는 소리,"소문, 웅성거림",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
binder,(종이 등을 함께 묶는) 바인더,제본 기계; 제본 기술자,(어떤 것들을) 굳게[뭉치게/엉기게] 하는 물질,바인더(베어 놓은 곡식을 단으로 묶는 기계),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
twenty,"20, 스물",(20~29 사이의) 20대; 20년대; (온도가) 20도대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aim,"목적, 목표","겨냥, 조준",(무엇을 성취하는 것을) 목표하다,…을 목표로 하다¶,겨누다,(…을) 대상으로 하다[겨냥하다],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
microbial,"미생물의, 세균의, 세균에 의한",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
engine,엔진,기관차,엔진이 …형[개]인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data,(증명·판단·결정 등을 위한) 자료[정보/데이터],(컴퓨터에 저장된) 자료[데이터/정보],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
predecessor,전임자,이전 것[모델],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
server,(컴퓨터의) 서버,(테니스 등에서) 서브하는 사람,&lt;음식을 덜 때 쓰는 기구&gt;,"(식당에서) 서빙하는 사람, 웨이터, 웨이터리스",(미사 때 사제를 돕는) 복사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opening,(사람 등이 지나가거나 할 수 있는) 구멍[틈],시작[첫] 부분,"개막식, 개통식, 개관식",&lt;여는[열게 되는] 행위과정을 나타냄&gt;,(사람을 쓸 수 있는) 빈자리[공석/결원],좋은 기회,(입고 벗기 쉽게 만들어 놓은 옷의) 트인 부분,"첫, 시작 부분의",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renegotiate,재교섭하다; &lt;계약·조약 등을&gt; 재조정하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
undergone,UNDERGO의 과거분사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
researcher,"연구원, 조사원, 탐색자",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,스트레스,"압박, 긴장","중점, 역점, 강조",(발음에서) 강세,악센트(특정 음의 강조),병,강조하다,(발음에서) 강세를 두다[붙이다],스트레스를 받다[주다],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lift,"(위로) 들어 올리다[올리다]; 들리다, 올라가다",(다른 위치로 옮기기 위해) 들어올리다[내다],(비행기로) 이송하다,(제재를) 풀다[해제/폐지하다],(기분사기 등이[을]) 좋아[홀가분해]지다[좋아지게 하다/북돋우다],(안개가) 걷히다[사라지다],(~에서) ~을 훔치다,표절[도용]하다,(채소를) 캐다,"(양수준을) 올리다, 인상하다; 올라가다, 인상되다","승강기, 엘리베이터",(차 등을) 태워 주기[얻어 타기],(기분이) 고무됨,오르기; (들어)올리기,양력(항공기가 비행할 때 밑에서 위로 작용하는 압력),,,,,,,,,,,,,,,,,,,,,,,,
rivera,"Diego, (1886-1957): 멕시코의 화가.","Jose Eustasio, (1889-1928): 콜롬비아의 시인·소설가.","Julio Adalberto, (1921-73): 엘살바도르의 대통령(1962-67).",우루과이 북부에 있는 도시.,리베라.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
garment,"의복, 옷",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
majority,(특정 집단 내에서) 가장 많은 수[다수],(선거·투표에서 이긴 측과 진 측 간의) 득표 차[(표) 차이],&lt;당선자의 득표수와 다른 후보자들이 얻은 총 득표수 간의 차이&gt;,(법률상의) 성년,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fatality,(재난·질병 등으로 인한) 사망자,(특정 질병의) 치사율,"운명을 피할 수 없다는 생각, 숙명론",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlas,지도책,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
platform,(기차역의) 플랫폼,"단, 연단, 강단",(장비 등을 올려놓거나 하기 위한) 대(臺),(정당의) 정견[공약],"정견 발표장, 의견 발표 기회; (도약의) 발판",플랫폼(사용 기반이 되는 컴퓨터 시스템·소프트웨어),(구두의 높은) 통굽,(2층 버스 뒷부분의) 승강구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actually,"실제로, 정말로, 실지로",(실제와 생각 사이의 대조를 강조하여) 사실은[실지로는/실제로는],(상대방의 말을 정중히 정정하며) 사실은,"(거북한 화제를 꺼내거나 할 때) 저, 실은",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artwork,"도판, 삽화",(특히 박물관의) 미술품,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hahn,"Otto, (1879-1968): 독일의 물리화학자; Nobel 화학상 수상(1944).",월면(月面) 제1 사분면(四分面)의 크레이터; 직경 약 72km.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ware,&lt;언급된 재료나 방식으로 또는 언급된 곳에서 만들어진 제품들을 가리킴&gt;,&lt;언급된 목적·장소용 용품들을 나타냄&gt;,(특히 길거리나 시장에서 파는) 물건[상품],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relatively,비교적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
declaration,"(정부나 단체의) 선언문[서]; 선언, 공표",(특히 감정이나 신념을 나타낸) 맹세[진술],(자세한 정보를 담은) 신고서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
woodbridge,우드브리지: 미국 New Jersey 주 동북북의 도시.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
webb,웨브. Beatrice Potter ~ (1858-1943)((영국의 사회주의자 ; S.J.의 아내)).,"웨브. Sidney (James) ~, 1st Baron Passfield(1859-1947)((영국의 경제학자·사회주의자 ; 부부가 협동하여 일을 했음)).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jungle,"밀림 (지대), 정글",(경쟁이 심하고 사람 사이의 신뢰를 찾기 힘든 곳을 비유적으로 가리키는) 정글[밀림],정글 음악(1990년대 초에 영국에서 발달한 댄스 음악. 빠른 곡에 도시 생활을 소재로 한 가사가 특징),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maximum,(크기빠르기 등이) 최고[최대]의,(양규모속도 등의) 최고[최대],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
realty,부동산(real estate)(opp. personalty),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khaki,(특히 군복용) 카키색 천,카키색(탁한 녹색이나 황갈색),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
individual,각각[개개]의,개인의; 1인용[분]의,"개성 있는, 독특한",개인,개성 있는 사람,"(특정한 유형의, 특히 이상한) 사람",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mud,"진흙, 진창",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mississippi,미시시피 주 ((미국 중남부의 주; 속칭 the Magnolia State; 주도 Jackson; 略 Miss.)),[the ~] 미시시피 강 ((미국 중부에서 멕시코 만으로 흐르는 큰 강)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
belgium,벨기에 ((유럽 북서부의 왕국; 수도 Brussels)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grant,(특히 공식적법적으로) 승인[허락]하다,(내키지 않지만) 인정하다,(정부나 단체에서 주는) 보조금,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
husband,남편,절약하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attending,(어떤 환자의) 주치의인; (대학 부속 병원에) 의사로서 근무하는,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
repair,수리[보수/수선]하다,(상황을) 바로잡다,"수리, 보수, 수선",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx,연합훈련연습(combined training exercise),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winchester,a large cylindrical bottle with a narrow neck used for transporting chemicals. It contains about 2.5 litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tony,멋진,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smoker,"(습관적으로) 담배 피우는 사람, 흡연가",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amarna,(고대 이집트 역사에서) 아마르나 시대의(c 1375-1360 B.C.).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffeehouse,"다방, 커피점 ((영국에서 17-18세기에 문인·정객의 사교장))","먹다, 떠들다, 가벼운 대화를 즐기다",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
passenger,승객,(집단·팀에서 일을 많이 하지 않는) 군식구 같은 사람들,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
casey,남자 이름.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boutique,"부티크, 양품점(값비싼 옷이나 선물류를 파는 작은 가게)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calendar,달력,일정표; 일정 기록부,연간 주요 행사표,역법(曆法),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weakness,"(힘·세력·각오 등이) 약함, 힘이 없음, 나약함",약점,(자기가 아주 좋아하는 대상에 대해) 약함[사족을 못 씀],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
consulting,"[A] 상담역의, 자문의, 고문(자격)의; 진찰 전문의; 진찰을 위한","자문, 조언; 진찰",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
criterion,(판단이나 결정을 위한) 기준,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surround,"둘러싸다, 에워싸다",포위하다,(밀접한 관련성이 있는 무엇을) 둘러싸다,자신을 ~으로 둘러싸다[~을 항상 자기 주변에 두다],(특히 장식이 되어 있는) 가장자리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
precede,…에 앞서다[선행하다],… 앞에 가다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stomach,"위(胃), 복부, 배, 속","즐기다, 참다, 견디다",먹을[넘길] 수 있다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liquid,액체,"액체 형태의, 액상의","현금화하기 쉬운, 유동적인",맑은; 물 같은,청아한,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flexibility,"구부리기[휘기] 쉬움, 굴곡성, 유연성; 나긋나긋함","다루기 쉬움, 유순함","적응성, 융통성, 탄력성",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiscal,국가 재정[세제]의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ultimately,"궁극적으로, 결국",근본[본질]적으로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
believe,(무엇이나 누구의 말이 진실임을) 믿다,(무엇이 사실일 것으로·가능하다고) 생각하다[여기다],"…라는 의견을 갖다, …라고 믿다",~임을 믿지 못하다/믿을 수 없어 하다(놀람·짜증의 기분을 담고 있음),"(종교를) 믿다, 믿음이 있다",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flower,꽃,화초,(장식용으로 꺾은) 꽃,"꽃을 피우다, 개화하다","꽃피우다, 번성하게 되다",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reconstruction,(개선·원 상태 회복을 위한) 복원,(손상·파괴된 건축물의) 재건,(이제는 사라지고 없는 것의) 재현[복원],(특히 범행 수사의 일환으로 만든) 재구성[재현] 필름,(미국에서) 남북 전쟁 후 재건 시대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
casino,카지노,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parker,주차하는 사람.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestically,"가정적으로, 가사상; 국내에서; 국내 문제에 관해서",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gladly,기꺼이,기쁘게; 고마워서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tower,탑,(방송 신호) 송신탑,&lt;물건을 넣어 두도록 기다랗게 만든 가구&gt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
correction,정정[수정](한 것),정정[수정] (행위/절차),"교정, 처벌",정정할게요(자기가 방금 한 말을 바꾸며 하는 말),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
contraction,"수축, 축소",(출산을 앞둔 산부의) 진통,(단어의) 축약형,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fluctuation,"(방향·위치·상황의) 변동, 오르내림; 파동; (사람·마음의) 동요; [pl.] 성쇠, 흥망(ups and downs)",개체 변이(cf. MUTATION),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cobalt,Co 코발트,짙은 청록색,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surprised,"놀란, 놀라는",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valentino,"Rudolph (Rodolpho dAntonguolla), 발렌티노 (1895-1926): 이탈리아 태생의 미국 영화 배우.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vast,(범위·크기·양 등이) 어마어마한[방대한/막대한],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interviewer,"면접관; 인터뷰 진행자, 회견 기자",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attitude,"(정신적인) 태도[자세], 사고방식",반항적인[고집스런] 태도,(몸의) 자세,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
provision,"공급, 제공","대비, 준비",(특히 장거리 여정을 위한) 식량,(법률 관련 문서의) 조항[규정/단서],(특히 특정 기간 동안 필요한 식량을) 공급하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attractive,(특히 성적으로) 매력적인,"멋진, 매력적인","마음을 끄는, 매력적인",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
advertisement,광고,광고 (효과를 내는 것),광고 (행위),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lengthy,"(시간·치수가) 너무 긴, 장황한, 지루한",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
though,(비록) …이긴 하지만[…인데도/…일지라도],(앞에 말한 내용의 어조를 누그러뜨리기 위해 덧붙여) 그래도[하지만] …이기는 하다,(문장 끝에 와서) 그렇지만[하지만],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eaton,"The ophilus, 이튼(1590-1658): 영국의 아메리카 개척자·아메리카 식민지 행정관.",남자 이름.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deeply,(대단히·몹시의 뜻으로) 깊이[크게],(일부 동사와 함께 쓰여 완전할 정도로) 깊이,(위에서 아래까지) 깊이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fight,(적과) 싸우다[전투하다],(서로 치고 받으며) 싸우다,(시합 등에서) 다투다[겨루다],(나쁜 것을 막기 위해) 맞서 싸우다,(무엇을 얻기 위해) 분투하다,"다투다, 언쟁을 벌이다",권투를 하다,"소송을 벌이다, 법정 싸움을 하다",(신체적인 힘을 이용한) 싸움,(무엇을 막거나 없애거나 달성하기 위한) 싸움[투쟁],(특히 스포츠의) 경기[승부],(말)다툼,(특히 특정 장소위치에서의) 전투,"전의(戰意), 투지",,,,,,,,,,,,,,,,,,,,,,,,,
slr,일안(一眼) 리플렉스(single-lens reflex: 렌즈가 하나 뿐인 카메라),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mystery,"수수께끼, 미스터리",신비스러운[수수께끼 같은] 사람[것],"신비, 불가사의","미스터리물, 추리[탐정/범죄] 소설[영화/연극]",비밀 종교 의식; 신비한[불가사의한] 지식,(과학적으로 증명할 수 없는 종교적) 신비[믿음],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
widely,"널리, 폭넓게","대단히, 크게",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
absorbent,"(특히 액체를) 잘 빨아들이는, 흡수력 있는",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
service,(공공) 서비스[사업] (체제),&lt;일반 대중정부를 위해 무엇을 제공하는 서비스 기관회사&gt;,"서비스 사업[회사], 서비스업; (상업적인) 서비스",(호텔식당상점에서의 손님에 대한) 서비스,(특히 오래 계속되는) 근무; 봉사,(차량기계가 제공하는) 편익; (차량기계의) 이용,(차량기계의) 점검[정비],(특정한 기술자격이 있는 사람의) 도움,"군대; 병역, 군무","(종교적인) 의식, 예배","(정기적으로 시간 맞춰 운행하는) 기차[버스 등], 운행편",(고속도로) 휴게소,(테니스에서) 서브[서비스],(그릇) 세트,하인[종] (상태신분),(영장 등의) 송달[발부],(차량기계를) 점검[정비]하다,(서비스를) 제공하다[갖춰 주다],(빌린 돈에 대한) 이자를 지불하다,,,,,,,,,,,,,,,,,,,,
sometimes,"때때로, 가끔",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ross,거친 나무껍질,나무껍질을 벗기다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disgrace,"망신, 수치, 불명예",망신[수치]스러운 사람[것],(체면에) 먹칠하다,실각하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lobby,"로비(공공건물 현관 입구 안쪽에 있는, 사람들을 만나거나 기다릴 수 있는 공간)",(영국 의회에서 대중에게 개방되어 있는) 로비[의원 면담실],(정치적) 압력 단체,(정치적인) 로비 (활동)[영향력 행사],(정치적인) 로비를 하다[영향력을 행사하다],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
